,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BRD,BRD-115,2,Steph 22/09,MH 29/9,,,,NEP HB Administration,,,,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
,,BRD,BRD-116,2,Steph 22/09,MH 29/9,,,,HB Training Room & Adminstration ,,,,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
,,BRD,BRD-117,2,Steph 22/09,MH 29/9,,,,Booking & Broadcast Information Office,,,,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
,,BRD,BRD-118,2,Steph 25/09,MH 29/9,,,,Contribution Distribution Transmission (CDT),,,,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
,,BRD,BRD-119,2,Steph 25/09,MH 29/9,,,,Production Quality Control (PQC),,,,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
,,BRD,BRD-120,2,Steph 25/09,MH 29/9,,,,Commentary Quality Control (CQC),,,,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
,,BRD,BRD-121,2,Steph 25/09,MH 29/9,,,,Commonwealth Games Channel (CGC),,,,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
,,BRD,BRD-122,2,Steph 25/09,MH 29/9,,,,Multi-Channel Service (MCS),,,,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
,,BRD,BRD-123,2,Steph 25/09,MH 29/9,,,,Production   ,,,,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
,,BRD,BRD-124,2,Steph 25/09,MH 29/9,,,,Archive Library & Logging,,,,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
,,BRD,BRD-125,2,Steph 25/09,MH 29/9,,,,Longines,,,,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
,,BRD,BRD-126,2,Steph 25/09,MH 29/9,,,,Broadcast Operations Centre (BOC),,,,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
,,BRD,BRD-127,2,Steph 25/09,MH 29/9,,,,Broadcast Equipment Room (BER),,,,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
,,BRD,BRD-128,2,Steph 25/09,MH 29/9,,,,Engineering ,,,,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
,,BRD,BRD-129,2,Steph 25/09,MH 29/9,,,,Telco Integration Room (TIR),,,,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
,,BRD,BRD-130,2,Steph 25/09,MH 29/9,,,,HB Meeting Room,,,,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
,,BRD,BRD-131,2,Steph 25/09,MH 29/9,,,,Sydney Teleport Services (STS),,,,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
,,BRD,BRD-132,2,Steph 25/09,MH 29/9,,,,Building Services Management Centre (BMC),,,,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
,,BRD,BRD-133,,,,,,,Seven Network Australia,,,,PA-DOOR,,NEP to confirm term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,
,,BRD,BRD-134,2,Steph 25/09,MH 29/9,,,,Astro Arena,,,,PA-DOOR,,No logo required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,
,,BRD,BRD-135,2,Steph 25/09,MH 29/9,,,,BBC Sport,,,,PA-DOOR,,No logo required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,
,,BRD,BRD-136,2,Steph 25/09,MH 29/9,,,,TVNZ,,,,PA-DOOR,,No logo required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,
,,BRD,BRD-137,2,Steph 26/09,MH 29/9,,,,HB Bookable Stand-up,,,,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,,,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,
,,CAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CAT,CAT-001,1,Steph 19/07,Aude 15/8,,,,Catering Contractor Office,Outdoor,,Fascia - Door,PA-DOOR,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,5,
,,CAT,CAT-002,1,Steph 19/07,Aude 15/8,,,,Catering Storage,Outdoor,,Panel - XS,PA-DOOR,,,5,5,1,5,5,5,,,5,5,5,5,2,5,5,5,,,,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,82,
,,CAT,CAT-003,1,Steph 19/07,Aude 15/8,,,,Catering Freezer Storage,Outdoor,,Panel - XS,PA-DOOR,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,
,,CAT,CAT-004,1,Steph 19/07,Aude 15/8,,,,Catering Office,Indoor,,Fascia - Door,PA-DOOR,,,1,1,1,1,1,1,,,1,1,1,1,1,1,1,3,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,21,
,,CAT,CAT-005,1,Steph 19/07,Aude 15/8,,,,Catering Compound,Outdoor,,Panel - XS,FA-S,,,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,20,
,,CAT,CAT-006,1,Steph 19/07,Aude 15/8,,,,Catering Cold Storage,Outdoor,,Panel - XS,PA-DOOR,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,6,
,,CAT,CAT-007,1,Stu 1/8,Aude 15/8,<REC>,,,Recycling Station,Indoor,,Panel - M,FA-S,,BOH or FOH/ Location ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,16,,,,,,,,,,,,,,,,22,
,,CAT - N/A,CAT-008,N/A,N/A,N/A,,,,Bag Check Area - Blue,Indoor,,Panel - M,FA-S,,Where do they sit?  FA or DR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,
,,CAT - N/A,CAT-009,N/A,N/A,N/A,,,,Bag Check Area - Red,Indoor,,Panel - M,FA-S,,Where do they sit?  FA or DR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,
,,CAT - CANCELLED,CAT-010,1,Steph 02/08,Aude 15/8,<F&B>,,,Workforce Dining,Indoor,Regional Villages,Panel - XS,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
,,CAT - N/A,N/A,N/A,N/A,N/A,<F&B>,,,Workforce Dining,Outdoor,CGV,Panel - L,FA-L,,Move into wayfinding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,
,,CAT,CAT-011,1,Steph 19/07,Aude 15/8,,,,Nutritionist,Indoor,,Panel - M,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
,,CAT - CANCELLED,CAT-012,CANCELLED,CANCELLED,CANCELLED,,,,Food Service Area,Indoor,Main dinning,Panel - XS,FA-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,
,,CAT,CAT-013,2,Steph 18/09,MH 29/9,,,,Catering Delivery Area,Outdoor,,Panel - S,FA-S,,Where do these go? Purpose?,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,20,
,,CAT,CAT-014,2,Steph 27/09,MH 29/9,,,,"Meals will not be allowed to be taken outside of the Main Dining Hall. 
Items in quantities consistent with personal consumption permitted to be taken are:
- Bottled Drinks
- Packaged Snacks
- Whole Fruits
- Ice Cream
Meals will not be allowed to be taken outside of the Main Dining Hall. 
Items in quantities consistent with personal consumption permitted to be taken are:
- Bottled Drinks
- Packaged Snacks
- Whole Fruits
- Ice Cream
Meals will not be allowed to be taken outside of the Main Dining Hall. 
Items in quantities consistent with personal consumption permitted to be taken are:
- Bottled Drinks
- Packaged Snacks
- Whole Fruits
- Ice Cream
Meals will not be allowed to be taken outside of the Main Dining Hall. 
Items in quantities consistent with personal consumption permitted to be taken are:
- Bottled Drinks
- Packaged Snacks
- Whole Fruits
- Ice Cream
Meals will not be allowed to be taken outside of the Main Dining Hall. 
Items in quantities consistent with personal consumption permitted to be taken are:
- Bottled Drinks
- Packaged Snacks
- Whole Fruits
- Ice Cream
Meals will not be allowed to be taken outside of the Main Dining Hall. 
Items in quantities consistent with personal consumption permitted to be taken are:
- Bottled Drinks
- Packaged Snacks
- Whole Fruits
- Ice Cream
",,,,PI-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,10,
,,CAT,CAT-015,2,Steph 13/09,MH 29/9,,,,Please clear your table,,,,PA-DESK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,120,
,,,,,,,,,,,,,,,,,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,
,,CEREMONIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CER,CER-001,2,Steph 19/09,MH 29/9,,,,Athletes Marshalling Area,Outdoor,,Crossing Point,FR-S,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
,,CER,CER-002,2,Steph 18/09,MH 29/9,,,,Ceremonies Compound,Outdoor,Entry Fence,Fascia - M,FA-S,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
,,CER,CER-003,1,Steph 19/07,Aude 15/8,,,,Ceremonies Control Room,Outdoor,Sports Control Room ,Fascia - Door,PA-DOOR,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
,,CER,CER-004,2,Steph 18/09,MH 29/9,,,,Ceremonies Production Office,Outdoor,,Fascia - S,FA-S,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,,,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,
,,CWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CWM,CWM-001,1,Stu 9/8,Aude 15/8,,,,Waste Compound,Indoor,,Panel - XS,FA-S,,,1,1,1,2,1,1,,,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,1,,,,,,,,,6,,,,,,,,,,,,,,,,39,
,,CWM,CWM-002,1,Steph 19/07,Aude 15/8,,,,Cleaners Storage ,Outdoor,Container,Panel - XS,PA-DOOR,,,4,2,1,3,1,4,,,2,4,2,3,3,4,5,8,,,,5,4,2,2,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,73,
,,CWM,CWM-003,1,Steph 19/07,Aude 15/8,,,,Waste Storage,Outdoor,,Panel - XS,PA-DOOR,,,5,4,2,15,,,,,8,6,2,5,4,5,2,8,,,,5,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,
,,CWM - N/A,CWM-004,1,Steph 19/07,Aude 15/8,,,,Cleaners Storage,Indoor,Mix of BOH & FOH,Fascia - Door,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
,,CWM,CWM-005,1,Stu 9/8,Aude 15/8,,,,Cleaning & Waste Compound,Outdoor,,Panel - XS,FA-S,,,,1,1,1,,1,,,1,1,1,1,1,1,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,
,,CWM,CWM-006,2,Steph 28/08,MH 29/9,,,,No glass beyond this point,Outdoor,,Panel - XS,PA-DOOR,,,6,4,,12,,,,,2,2,2,4,10,4,4,4,,,,4,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,80,
,,,,,,,,,,,,,,,,,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,
,,GAMES FAMILY SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GFS - PRT,PRT-001,1,Steph 19/07,Aude 15/8,,,,Commonwealth Games Federation Office,Indoor,,Fascia - XS,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,
,,GFS - PRT,PRT-002,1,Steph 19/07,Aude 15/8,,,,Commonwealth Games Federation President,Indoor,,Fascia - XS,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,
,,GFS - PRT,PRT-003,2,Steph 18/09,,,,,Games Family Information Desk,Indoor,,Fascia - Desk,PA-DESK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,2,1,,,,,,,,,6,
,,GFS - PRT,PRT-004,1,Steph 19/07,Aude 15/8,,,,Games Family Services Centre,Indoor,,Fascia - XS,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,
,,GFS - PRT - N/A,N/A,N/A,N/A,N/A,,,,Games Family Lounge,Both,,Fascia - XS,FA-L,,Review on CADs for sizes,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,
,,GFS - PRT,PRT-006,2,Steph 28/08,MH 29/9,,,,PEA Event,Indoor,,,PA-DOOR,,,,,,,,,,,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
,,GFS - PRT,PRT-007,2,Steph 13/09,MH 29/9,<TIX>,,,Ticket Information Desk,Indoor,,Fascia - Desk,PA-DESK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,
,,GFS - PRT,PRT-008,2,Steph 13/09,MH 29/9,,,,Arrivals & Departures Information Desk,Indoor,GFH,Fascia - Desk,PA-DESK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,
,,GFS - PRT,PRT-009,2,Steph 13/09,MH 29/9,,,,Accreditation Information Desk,Indoor,,Fascia - Desk,PA-DESK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,
,,GFS - PRT,PRT-010,2,Steph 13/09,MH 29/9,,,,Transport Information Desk,Indoor,,Fascia - Desk,PA-DESK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,
,,GFS - PRT - CANCELLED,PRT-011,1,Steph 19/07,Aude 15/8,,,,Games Family Arrivals & Departures Lounge,Indoor,,Fascia - XS,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
,,GFS - PRT,PRT-012,1,Steph 19/07,Aude 15/8,,,,Protocol Command Centre,Indoor,,Fascia - Door,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,2,
,,GFS - PRT,PRT-013,1,Steph 19/07,Aude 15/8,,,,Protocol Office,Indoor,,Fascia - Door,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,2,
,,GFS - PRT - CANCELLED,PRT-014,1,Steph 19/07,CANCELLED,,,,Protocol Reception,Indoor,,Fascia - Desk,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
,,GFS - PRT,PRT-021,2,Steph 13/09,MH 29/9,,,,Protocol Reception,Indoor,,,PA-DESK,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,GFS - PRT,PRT-015,1,Steph 19/07,Aude 15/8,,,,Village Mayor Office,Indoor,,Fascia - Door,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,
,,GFS - PRT,PRT-016,1,Steph 19/07,Aude 15/8,,,,Protocol Meeting Room,Indoor,,Fascia - Door,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,2,
,,GFS - PRT,PRT-017,1,Steph 19/07,Aude 15/8,,,,Protocol Storage,Indoor,,Fascia - XS,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
,,GFS - PRT,PRT-018,1,Steph 02/08,Aude 15/8,<WCM>,,,Games Family Toilets,Outdoor,,Fascia - XS,PA-DOOR,,Review distances,1,,,,,,,,1,,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,7,
,,GFS - PRT,PRT-019,1,Steph 02/08,Aude 15/8,<WCF>,,,Games Family Toilets,Outdoor,,Fascia - XS,PA-DOOR,,Review distances,1,,,,,,,,1,,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,7,
,,GFS - PRT,PRT-020,1,Steph 02/08,Aude 15/8,<WC>,<ACC>,,Games Family Toilets,Outdoor,,Fascia - XS,PA-DOOR,,Review distances,1,,,,,,,,1,,1,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,8,
,,GFS - PRT,PRT-021,,,,,,,(TBC),,,Lollypop,Lollipop,,10 Oct - Erin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,25,
,,GFS - CGR - N/A,CGR-001,N/A,N/A,N/A,,,,Chefs de Mission Hall,Outdoor,,Fascia - L,FA-L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,
,,GFS - CGR,CGR-002,1,Steph 25/07,Aude 15/8,,,,Chefs de Mission Registration Desk,Indoor,,Fascia - Desk,PA-DESK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
,,GFS - CGR,CGR-003,1,Steph 19/07,Aude 15/8,,,,CGA Assistants Office,Outdoor,,Fascia - L,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
,,GFS - CGR,CGR-004,1,Steph 25/07,Aude 15/8,,,,CGA Assistants Registration Desk,Indoor,,Fascia - Desk,PA-DESK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
,,GFS - CGR,CGR-005,1,Steph 19/07,Aude 15/8,,,,CGA Assistants Management Office,Indoor,,Fascia - Door,PA-DOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
,,GFS - CGR,CGR-006,1,Steph 19/07,Aude 15/8,,,,CGA Meeting Room,Indoor,,Fascia - Door,PA-DOOR,,Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
,,GFS - CGR - N/A,CGR-007,N/A,N/A,N/A,,,,CGA Services Centre,Outdoor,,Fascia - L,FA-L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,
,,GFS - CGR,CGR-008,1,Steph 25/07,Aude 15/8,,,,CGA Services Reception,Indoor,,Fascia - Desk,PA-DESK,,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
,,GFS - CGR,CGR-009,1,Steph 25/07,Aude 15/8,,,,Rate Card Information Desk,Indoor,,Fascia - Desk,PA-DESK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
,,GFS - CGR,CGR-010,1,Steph 25/07,Aude 15/8,,,,Catering Information Desk,Indoor,,Fascia - Desk,PA-DESK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
,,GFS - CGR,CGR-011,1,Steph 25/07,Aude 15/8,,,,Transport Information Desk,Indoor,,Fascia - Desk,PA-DESK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
,,GFS - CGR,CGR-012,1,Steph 25/07,Aude 15/8,,,,Technology Information Desk,Indoor,,Fascia - Desk,PA-DESK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
